Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),CO,Ozone,PM10,PM25,NO2,Year,Month,Month_Name,Year-Month,Week,Day
2022-05-03,59,PM2.5,Bangalore,8.0,40.0,19.0,59.0,36.0,2022.0,5.0,May,2022-05,18,Tuesday
2022-06-03,68,PM2.5,Bangalore,6.0,38.0,23.0,68.0,24.0,2022.0,6.0,June,2022-06,22,Friday
2022-07-03,55,PM2.5,Hyderabad,6.0,34.0,22.0,55.0,23.0,2022.0,7.0,July,2022-07,26,Sunday
2022-08-03,42,Ozone,Bangalore,3.0,42.0,5.0,15.0,29.0,2022.0,8.0,August,2022-08,31,Wednesday
2022-09-03,50,PM2.5,Bangalore,6.0,33.0,12.0,50.0,38.0,2022.0,9.0,September,2022-09,35,Saturday
2022-10-03,59,PM2.5,Bangalore,7.0,42.0,20.0,59.0,35.0,2022.0,10.0,October,2022-10,40,Monday
2022-11-03,65,PM2.5,Bangalore,8.0,45.0,25.0,65.0,34.0,2022.0,11.0,November,2022-11,44,Thursday
2022-12-03,40,Ozone,Bangalore,4.987004548408057,40.0,8.0,32.0,27.0,2022.0,12.0,December,2022-12,48,Saturday
,40,Ozone,Visakhapatnam,3.0,40.0,13.0,29.0,14.0,,,,NaT,,
,52,PM2.5,Hyderabad,5.0,44.0,21.0,52.0,35.0,,,,NaT,,
,49,Ozone,Visakhapatnam,6.0,49.0,20.0,47.0,30.0,,,,NaT,,
,58,PM2.5,Hyderabad,5.0,49.0,19.0,58.0,18.0,,,,NaT,,
,80,PM2.5,Bangalore,5.0,42.0,31.0,80.0,17.0,,,,NaT,,
,61,Ozone,Delhi,8.0,61.0,24.0,60.0,27.0,,,,NaT,,
,53,PM2.5,Hyderabad,6.0,40.0,18.0,53.0,19.0,,,,NaT,,
,31,Ozone,Bangalore,5.0,31.0,7.0,27.0,14.0,,,,NaT,,
,43,Ozone,Bangalore,2.0,43.0,6.0,14.0,11.0,,,,NaT,,
,44,Ozone,Delhi,2.0,44.0,7.0,14.0,8.0,,,,NaT,,
,34,Ozone,Visakhapatnam,5.0,34.0,10.0,20.0,29.0,,,,NaT,,
,33,Ozone,Visakhapatnam,3.0,33.0,5.0,18.0,17.0,,,,NaT,,
,35,Ozone,Visakhapatnam,5.0,35.0,8.0,20.0,24.0,,,,NaT,,
,30,Ozone,Bangalore,5.0,30.0,8.0,27.0,16.0,,,,NaT,,
,28,Ozone,Bangalore,3.0,28.0,3.0,12.0,11.0,,,,NaT,,
,34,Ozone,Bangalore,2.0,34.0,6.0,15.0,3.0,,,,NaT,,
,38,Ozone,Bangalore,2.0,38.0,6.0,18.0,8.0,,,,NaT,,
,40,Ozone,Bangalore,4.987004548408057,40.0,9.0,23.0,21.0,,,,NaT,,
,57,PM2.5,Hyderabad,5.0,44.0,21.0,57.0,31.0,,,,NaT,,
2022-01-04,34,Ozone,Visakhapatnam,2.0,34.0,6.0,19.0,18.0,2022.0,1.0,January,2022-01,1,Tuesday
2022-02-04,43,Ozone,Bangalore,3.0,43.0,6.0,24.0,31.0,2022.0,2.0,February,2022-02,5,Friday
2022-03-04,53,PM2.5,Bangalore,7.0,42.0,13.0,53.0,29.0,2022.0,3.0,March,2022-03,9,Friday
2022-04-04,41,Ozone,Bangalore,2.0,41.0,6.0,23.0,10.0,2022.0,4.0,April,2022-04,14,Monday
2022-05-04,42,Ozone,Visakhapatnam,7.0,42.0,14.0,41.0,31.0,2022.0,5.0,May,2022-05,18,Wednesday
2022-06-04,40,Ozone,Bangalore,3.0,40.0,8.0,36.0,13.0,2022.0,6.0,June,2022-06,22,Saturday
2022-07-04,42,Ozone,Delhi,3.0,42.0,12.0,32.0,17.0,2022.0,7.0,July,2022-07,27,Monday
2022-08-04,44,Ozone,Delhi,5.0,44.0,6.0,17.0,22.0,2022.0,8.0,August,2022-08,31,Thursday
2022-09-04,40,Ozone,Bangalore,5.0,40.0,10.0,32.0,21.0,2022.0,9.0,September,2022-09,35,Sunday
2022-10-04,31,Ozone,Bangalore,3.0,31.0,4.0,18.0,20.0,2022.0,10.0,October,2022-10,40,Tuesday
2022-11-04,38,Ozone,Visakhapatnam,5.0,38.0,6.0,17.0,21.0,2022.0,11.0,November,2022-11,44,Friday
2022-12-04,44,Ozone,Bangalore,5.0,44.0,12.0,32.0,26.0,2022.0,12.0,December,2022-12,48,Sunday
,64,Ozone,Bangalore,7.0,64.0,17.0,43.0,36.0,,,,NaT,,
,61,Ozone,Bangalore,5.0,61.0,19.0,54.0,24.0,,,,NaT,,
,51,Ozone,Visakhapatnam,3.0,51.0,11.0,22.0,25.0,,,,NaT,,
,48,Ozone,Delhi,3.0,48.0,11.0,27.0,14.0,,,,NaT,,
,31,Ozone,Bangalore,4.987004548408057,31.0,3.0,12.0,6.0,,,,NaT,,
,36,Ozone,Visakhapatnam,5.0,36.0,7.0,18.0,25.0,,,,NaT,,
,33,Ozone,Delhi,3.0,33.0,5.0,14.0,18.0,,,,NaT,,
,37,Ozone,Bangalore,3.0,37.0,5.0,13.0,16.0,,,,NaT,,
,45,Ozone,Visakhapatnam,5.0,45.0,10.0,27.0,30.0,,,,NaT,,
,43,Ozone,Bangalore,3.0,43.0,10.0,27.0,30.0,,,,NaT,,
,45,Ozone,Visakhapatnam,3.0,45.0,10.0,31.0,25.0,,,,NaT,,
,44,Ozone,Bangalore,3.0,44.0,10.0,28.0,13.0,,,,NaT,,
,44,Ozone,Bangalore,3.0,44.0,12.0,29.0,22.0,,,,NaT,,
,36,Ozone,Visakhapatnam,5.0,36.0,10.0,32.0,26.0,,,,NaT,,
,32,Ozone,Bangalore,3.0,32.0,6.0,21.0,15.0,,,,NaT,,
,44,Ozone,Bangalore,2.0,44.0,8.0,16.0,6.0,,,,NaT,,
,47,Ozone,Bangalore,2.0,47.0,11.0,24.0,15.0,,,,NaT,,
,42,Ozone,Bangalore,3.0,42.0,9.0,29.0,27.0,,,,NaT,,
2022-01-05,48,Ozone,Bangalore,5.0,48.0,11.0,33.0,23.0,2022.0,1.0,January,2022-01,1,Wednesday
2022-02-05,48,Ozone,Bangalore,5.0,48.0,14.0,41.0,25.0,2022.0,2.0,February,2022-02,5,Saturday
2022-03-05,35,Ozone,Delhi,5.0,35.0,8.0,27.0,25.0,2022.0,3.0,March,2022-03,9,Saturday
2022-04-05,36,PM2.5,Hyderabad,5.0,30.0,11.0,36.0,25.0,2022.0,4.0,April,2022-04,14,Tuesday
2022-05-05,43,Ozone,Visakhapatnam,5.0,43.0,10.0,31.0,35.0,2022.0,5.0,May,2022-05,18,Thursday
2022-06-05,44,Ozone,Visakhapatnam,6.0,44.0,14.0,41.0,30.0,2022.0,6.0,June,2022-06,22,Sunday
2022-07-05,43,Ozone,Bangalore,5.0,43.0,11.0,31.0,13.0,2022.0,7.0,July,2022-07,27,Tuesday
2022-08-05,43,Ozone,Bangalore,2.0,43.0,9.0,25.0,10.0,2022.0,8.0,August,2022-08,31,Friday
2022-09-05,67,Ozone,Bangalore,2.0,67.0,13.0,29.0,8.0,2022.0,9.0,September,2022-09,36,Monday
2022-10-05,50,Ozone,Bangalore,2.0,50.0,12.0,26.0,13.0,2022.0,10.0,October,2022-10,40,Wednesday
2022-11-05,49,Ozone,Bangalore,2.0,49.0,11.0,28.0,9.0,2022.0,11.0,November,2022-11,44,Saturday
2022-12-05,36,Ozone,Bangalore,5.0,36.0,9.0,20.0,18.0,2022.0,12.0,December,2022-12,49,Monday
,29,Ozone,Visakhapatnam,5.0,29.0,8.0,24.0,16.0,,,,NaT,,
,32,Ozone,Visakhapatnam,5.0,32.0,9.0,28.0,10.0,,,,NaT,,
,45,Ozone,Bangalore,5.0,45.0,9.0,24.0,14.0,,,,NaT,,
,44,PM2.5,Bangalore,5.0,43.0,16.0,44.0,16.0,,,,NaT,,
,41,Ozone,Delhi,3.0,41.0,10.0,21.0,21.0,,,,NaT,,
,44,Ozone,Bangalore,3.0,44.0,9.0,24.0,22.0,,,,NaT,,
,35,PM2.5,Hyderabad,5.0,35.0,13.0,35.0,20.0,,,,NaT,,
,52,PM2.5,Hyderabad,6.0,48.0,16.0,52.0,21.0,,,,NaT,,
,77,Ozone,Visakhapatnam,7.0,77.0,19.0,58.0,18.0,,,,NaT,,
,87,Ozone,Delhi,7.0,87.0,24.0,64.0,14.0,,,,NaT,,
,35,Ozone,Delhi,3.0,35.0,11.0,17.0,7.0,,,,NaT,,
,32,Ozone,Bangalore,5.0,32.0,9.0,19.0,17.0,,,,NaT,,
,39,Ozone,Bangalore,3.0,39.0,12.0,24.0,18.0,,,,NaT,,
,36,Ozone,Bangalore,4.987004548408057,36.0,14.0,31.0,18.0,,,,NaT,,
,36,PM2.5,Hyderabad,4.987004548408057,30.0,13.0,36.0,18.0,,,,NaT,,
,31,Ozone,Delhi,4.987004548408057,31.0,13.0,29.0,16.0,,,,NaT,,
,41,Ozone,Bangalore,5.0,41.0,14.0,36.0,11.0,,,,NaT,,
,87,Ozone,Delhi,5.0,87.0,15.0,51.0,15.0,,,,NaT,,
,64,Ozone,Bangalore,5.0,64.0,20.0,55.0,27.0,,,,NaT,,
2022-01-06,28,PM2.5,Hyderabad,5.0,27.0,12.0,28.0,17.0,2022.0,1.0,January,2022-01,1,Thursday
2022-02-06,47,PM2.5,Bangalore,6.0,31.0,15.0,47.0,25.0,2022.0,2.0,February,2022-02,5,Sunday
2022-03-06,46,PM2.5,Hyderabad,6.0,42.0,16.0,46.0,21.0,2022.0,3.0,March,2022-03,9,Sunday
2022-04-06,51,Ozone,Bangalore,5.0,51.0,15.0,41.0,18.0,2022.0,4.0,April,2022-04,14,Wednesday
2022-05-06,43,Ozone,Bangalore,3.0,43.0,11.0,26.0,27.0,2022.0,5.0,May,2022-05,18,Friday
2022-06-06,80,Ozone,Bangalore,5.0,80.0,15.0,34.0,25.0,2022.0,6.0,June,2022-06,23,Monday
2022-07-06,41,Ozone,Bangalore,4.987004548408057,41.0,18.0,31.0,27.0,2022.0,7.0,July,2022-07,27,Wednesday
2022-08-06,40,Ozone,Bangalore,3.0,40.0,11.0,31.0,20.0,2022.0,8.0,August,2022-08,31,Saturday
2022-09-06,45,Ozone,Delhi,3.0,45.0,10.0,28.0,19.0,2022.0,9.0,September,2022-09,36,Tuesday
2022-10-06,38,Ozone,Delhi,3.0,38.0,9.0,31.0,21.0,2022.0,10.0,October,2022-10,40,Thursday
2022-11-06,44,Ozone,Delhi,5.0,44.0,13.0,43.0,21.0,2022.0,11.0,November,2022-11,44,Sunday
2022-12-06,48,PM2.5,Bangalore,5.0,46.0,12.0,48.0,14.0,2022.0,12.0,December,2022-12,49,Tuesday
,46,Ozone,Delhi,3.0,46.0,19.0,42.0,17.0,,,,NaT,,
,38,Ozone,Delhi,2.0,38.0,11.0,36.0,14.0,,,,NaT,,
,38,Ozone,Bangalore,5.0,38.0,11.0,34.0,18.0,,,,NaT,,
,31,Ozone,Bangalore,5.0,31.0,10.0,27.0,18.0,,,,NaT,,
,48,PM2.5,Bangalore,3.0,48.0,18.0,48.0,18.0,,,,NaT,,
,29,Ozone,Bangalore,4.987004548408057,29.0,10.0,17.0,8.0,,,,NaT,,
,31,Ozone,Bangalore,4.987004548408057,31.0,10.0,22.0,7.0,,,,NaT,,
,35,Ozone,Bangalore,4.987004548408057,35.0,11.0,34.0,25.0,,,,NaT,,
,51,PM2.5,Hyderabad,5.0,40.0,16.0,51.0,25.0,,,,NaT,,
,52,PM2.5,Hyderabad,5.0,39.0,16.0,52.0,31.0,,,,NaT,,
,39,Ozone,Delhi,5.0,39.0,12.0,36.0,18.0,,,,NaT,,
,77,Ozone,Delhi,6.0,77.0,14.0,44.0,24.0,,,,NaT,,
,61,Ozone,Delhi,6.0,61.0,16.0,53.0,19.0,,,,NaT,,
,112,Ozone,Bangalore,6.0,112.0,19.0,59.0,16.0,,,,NaT,,
,40,PM2.5,Hyderabad,6.0,31.0,16.0,40.0,22.0,,,,NaT,,
,34,Ozone,Delhi,3.0,34.0,10.0,22.0,20.0,,,,NaT,,
,84,Ozone,Delhi,5.0,84.0,12.0,33.0,21.0,,,,NaT,,
,67,Ozone,Delhi,4.987004548408057,67.0,12.0,40.0,25.0,,,,NaT,,
2022-01-07,136,Ozone,Bangalore,6.0,136.0,22.0,60.0,26.0,2022.0,1.0,January,2022-01,1,Friday
2022-02-07,51,Ozone,Delhi,5.0,51.0,14.0,49.0,12.0,2022.0,2.0,February,2022-02,6,Monday
2022-03-07,38,PM2.5,Bangalore,3.0,35.0,12.0,38.0,10.0,2022.0,3.0,March,2022-03,10,Monday
2022-04-07,54,PM2.5,Hyderabad,3.0,36.0,15.0,54.0,17.0,2022.0,4.0,April,2022-04,14,Thursday
2022-05-07,62,PM2.5,Hyderabad,5.0,61.0,24.0,62.0,25.0,2022.0,5.0,May,2022-05,18,Saturday
2022-06-07,39,Ozone,Delhi,4.987004548408057,39.0,11.0,34.0,19.0,2022.0,6.0,June,2022-06,23,Tuesday
2022-07-07,33,Ozone,Bangalore,5.0,33.0,11.0,32.0,13.0,2022.0,7.0,July,2022-07,27,Thursday
2022-08-07,101,Ozone,Delhi,3.0,101.0,14.0,42.0,19.0,2022.0,8.0,August,2022-08,31,Sunday
2022-09-07,41,Ozone,Delhi,4.987004548408057,41.0,14.0,36.0,12.0,2022.0,9.0,September,2022-09,36,Wednesday
2022-10-07,44,Ozone,Delhi,4.987004548408057,44.0,10.0,28.0,13.0,2022.0,10.0,October,2022-10,40,Friday
2022-11-07,90,Ozone,Bangalore,4.987004548408057,90.0,16.0,44.0,21.0,2022.0,11.0,November,2022-11,45,Monday
2022-12-07,71,Ozone,Bangalore,4.987004548408057,71.0,17.0,43.0,18.0,2022.0,12.0,December,2022-12,49,Wednesday
,64,Ozone,Delhi,4.987004548408057,64.0,12.0,42.0,19.0,,,,NaT,,
,47,Ozone,Delhi,2.0,47.0,13.0,45.0,14.0,,,,NaT,,
,49,Ozone,Delhi,3.0,49.0,13.0,44.0,15.0,,,,NaT,,
,46,PM2.5,Hyderabad,6.0,42.0,12.0,46.0,17.0,,,,NaT,,
,58,Ozone,Bangalore,6.0,58.0,13.0,52.0,14.0,,,,NaT,,
,50,PM2.5,Hyderabad,5.0,31.0,16.0,50.0,21.0,,,,NaT,,
,49,PM2.5,Bangalore,5.0,47.0,14.0,49.0,28.0,,,,NaT,,
,71,Ozone,Delhi,5.0,71.0,19.0,58.0,25.0,,,,NaT,,
,64,Ozone,Delhi,5.0,64.0,23.0,60.0,25.0,,,,NaT,,
,100,Ozone,Delhi,6.0,100.0,19.0,58.0,24.0,,,,NaT,,
,90,Ozone,Delhi,6.0,90.0,18.0,55.0,17.0,,,,NaT,,
,101,Ozone,Delhi,6.0,101.0,19.0,57.0,13.0,,,,NaT,,
,57,PM2.5,Bangalore,5.0,49.0,20.0,57.0,22.0,,,,NaT,,
,32,Ozone,Bangalore,2.0,32.0,12.0,29.0,17.0,,,,NaT,,
,67,Ozone,Delhi,5.0,67.0,12.0,36.0,27.0,,,,NaT,,
,61,Ozone,Bangalore,5.0,61.0,16.0,55.0,25.0,,,,NaT,,
,80,Ozone,Delhi,5.0,80.0,15.0,46.0,21.0,,,,NaT,,
,32,Ozone,Delhi,5.0,32.0,10.0,29.0,10.0,,,,NaT,,
,45,Ozone,Delhi,3.0,45.0,8.0,28.0,12.0,,,,NaT,,
2022-01-08,43,Ozone,Bangalore,3.0,43.0,11.0,35.0,22.0,2022.0,1.0,January,2022-01,1,Saturday
2022-02-08,108,Ozone,Delhi,4.987004548408057,108.0,15.0,52.0,20.0,2022.0,2.0,February,2022-02,6,Tuesday
2022-03-08,51,Ozone,Delhi,5.0,51.0,11.0,37.0,8.0,2022.0,3.0,March,2022-03,10,Tuesday
2022-04-08,147,Ozone,Delhi,6.0,147.0,19.0,54.0,25.0,2022.0,4.0,April,2022-04,14,Friday
2022-05-08,133,Ozone,Delhi,6.0,133.0,19.0,55.0,25.0,2022.0,5.0,May,2022-05,18,Sunday
2022-06-08,100,Ozone,Bangalore,6.0,100.0,13.0,46.0,17.0,2022.0,6.0,June,2022-06,23,Wednesday
2022-07-08,43,Ozone,Bangalore,3.0,43.0,13.0,38.0,16.0,2022.0,7.0,July,2022-07,27,Friday
2022-08-08,48,Ozone,Delhi,3.0,48.0,15.0,38.0,20.0,2022.0,8.0,August,2022-08,32,Monday
2022-09-08,54,Ozone,Delhi,4.987004548408057,54.0,13.0,39.0,19.0,2022.0,9.0,September,2022-09,36,Thursday
2022-10-08,40,Ozone,Delhi,2.0,40.0,10.0,26.0,12.0,2022.0,10.0,October,2022-10,40,Saturday
2022-11-08,47,Ozone,Delhi,2.0,47.0,12.0,34.0,19.0,2022.0,11.0,November,2022-11,45,Tuesday
2022-12-08,35,Ozone,Delhi,2.0,35.0,10.0,26.0,8.0,2022.0,12.0,December,2022-12,49,Thursday
,29,Ozone,Delhi,2.0,29.0,10.0,26.0,12.0,,,,NaT,,
,42,Ozone,Bangalore,5.0,42.0,10.0,36.0,17.0,,,,NaT,,
,50,Ozone,Bangalore,5.0,50.0,12.0,33.0,25.0,,,,NaT,,
,41,Ozone,Bangalore,4.987004548408057,41.0,12.0,33.0,25.0,,,,NaT,,
,37,PM2.5,Bangalore,4.987004548408057,27.0,10.0,37.0,17.0,,,,NaT,,
,40,PM2.5,Bangalore,4.987004548408057,31.0,12.0,40.0,20.0,,,,NaT,,
,67,Ozone,Delhi,5.0,67.0,16.0,51.0,25.0,,,,NaT,,
,97,Ozone,Bangalore,6.0,97.0,17.0,55.0,18.0,,,,NaT,,
,47,PM2.5,Bangalore,6.0,47.0,12.0,47.0,15.0,,,,NaT,,
,33,PM2.5,Hyderabad,3.0,31.0,10.0,33.0,17.0,,,,NaT,,
,40,Ozone,Delhi,5.0,40.0,11.0,32.0,28.0,,,,NaT,,
,43,Ozone,Delhi,6.0,43.0,10.0,29.0,28.0,,,,NaT,,
,46,PM2.5,Hyderabad,5.0,46.0,15.0,46.0,25.0,,,,NaT,,
,54,PM2.5,Hyderabad,4.987004548408057,51.0,18.0,54.0,25.0,,,,NaT,,
,49,PM2.5,Hyderabad,3.0,41.0,13.0,49.0,17.0,,,,NaT,,
,44,PM2.5,Hyderabad,5.0,35.0,12.0,44.0,13.0,,,,NaT,,
,54,Ozone,Bangalore,5.0,54.0,14.0,48.0,24.0,,,,NaT,,
,41,Ozone,Visakhapatnam,5.0,41.0,12.0,39.0,21.0,,,,NaT,,
,37,Ozone,Delhi,2.0,37.0,10.0,29.0,27.0,,,,NaT,,
2022-01-09,35,Ozone,Delhi,4.987004548408057,35.0,11.0,29.0,19.0,2022.0,1.0,January,2022-01,1,Sunday
2022-02-09,37,Ozone,Bangalore,6.0,37.0,8.0,21.0,21.0,2022.0,2.0,February,2022-02,6,Wednesday
2022-03-09,38,Ozone,Bangalore,6.0,38.0,9.0,26.0,17.0,2022.0,3.0,March,2022-03,10,Wednesday
2022-04-09,50,Ozone,Bangalore,5.0,50.0,11.0,35.0,18.0,2022.0,4.0,April,2022-04,14,Saturday
2022-05-09,34,PM2.5,Bangalore,5.0,28.0,12.0,34.0,11.0,2022.0,5.0,May,2022-05,19,Monday
2022-06-09,24,Ozone,Visakhapatnam,2.0,24.0,6.0,13.0,13.0,2022.0,6.0,June,2022-06,23,Thursday
2022-07-09,26,Ozone,Bangalore,4.987004548408057,26.0,8.0,24.0,8.0,2022.0,7.0,July,2022-07,27,Saturday
2022-08-09,38,Ozone,Delhi,4.987004548408057,38.0,11.0,32.0,26.0,2022.0,8.0,August,2022-08,32,Tuesday
2022-09-09,41,PM2.5,Hyderabad,4.987004548408057,34.0,14.0,41.0,29.0,2022.0,9.0,September,2022-09,36,Friday
2022-10-09,53,PM2.5,Hyderabad,7.0,49.0,17.0,53.0,25.0,2022.0,10.0,October,2022-10,40,Sunday
2022-11-09,52,PM2.5,Hyderabad,7.0,33.0,15.0,52.0,19.0,2022.0,11.0,November,2022-11,45,Wednesday
2022-12-09,34,Ozone,Bangalore,6.0,34.0,8.0,26.0,25.0,2022.0,12.0,December,2022-12,49,Friday
,32,Ozone,Delhi,6.0,32.0,10.0,27.0,21.0,,,,NaT,,
,44,PM2.5,Hyderabad,2.0,35.0,13.0,44.0,25.0,,,,NaT,,
,28,Ozone,Delhi,4.987004548408057,28.0,8.0,24.0,13.0,,,,NaT,,
,31,Ozone,Delhi,3.0,31.0,8.0,21.0,15.0,,,,NaT,,
,34,Ozone,Bangalore,5.0,34.0,9.0,26.0,17.0,,,,NaT,,
,87,Ozone,Delhi,5.0,87.0,15.0,52.0,19.0,,,,NaT,,
,71,Ozone,Bangalore,5.0,71.0,19.0,56.0,30.0,,,,NaT,,
,32,PM2.5,Hyderabad,4.987004548408057,28.0,11.0,32.0,19.0,,,,NaT,,
,36,Ozone,Delhi,4.987004548408057,36.0,10.0,21.0,22.0,,,,NaT,,
,36,Ozone,Delhi,4.987004548408057,36.0,11.0,34.0,25.0,,,,NaT,,
,28,Ozone,Bangalore,4.987004548408057,28.0,6.0,8.0,5.0,,,,NaT,,
,28,PM2.5,Hyderabad,6.0,26.0,8.0,28.0,21.0,,,,NaT,,
,46,PM2.5,Hyderabad,8.0,41.0,14.0,46.0,16.0,,,,NaT,,
,38,Ozone,Delhi,5.0,38.0,11.0,34.0,25.0,,,,NaT,,
,33,PM2.5,Hyderabad,6.0,31.0,12.0,33.0,24.0,,,,NaT,,
,25,Ozone,Delhi,3.0,25.0,7.0,21.0,17.0,,,,NaT,,
,23,Ozone,Delhi,2.0,23.0,7.0,21.0,9.0,,,,NaT,,
,32,PM2.5,Hyderabad,2.0,21.0,11.0,32.0,17.0,,,,NaT,,
2022-01-10,30,PM2.5,Hyderabad,4.987004548408057,25.0,8.0,30.0,12.0,2022.0,1.0,January,2022-01,2,Monday
2022-02-10,24,Ozone,Bangalore,2.0,24.0,8.0,18.0,4.0,2022.0,2.0,February,2022-02,6,Thursday
2022-03-10,25,Ozone,Bangalore,2.0,25.0,8.0,18.0,7.0,2022.0,3.0,March,2022-03,10,Thursday
2022-04-10,21,PM2.5,Hyderabad,1.0,21.0,7.0,21.0,8.0,2022.0,4.0,April,2022-04,14,Sunday
2022-05-10,21,PM2.5,Hyderabad,4.987004548408057,21.0,7.0,21.0,20.0,2022.0,5.0,May,2022-05,19,Tuesday
2022-06-10,36,NO2,Hyderabad,9.0,31.0,13.0,31.0,36.0,2022.0,6.0,June,2022-06,23,Friday
2022-07-10,42,PM2.5,Hyderabad,9.0,42.0,16.0,42.0,25.0,2022.0,7.0,July,2022-07,27,Sunday
2022-08-10,27,Ozone,Bangalore,3.0,27.0,5.0,17.0,17.0,2022.0,8.0,August,2022-08,32,Wednesday
2022-09-10,37,PM2.5,Hyderabad,6.0,31.0,11.0,37.0,26.0,2022.0,9.0,September,2022-09,36,Saturday
2022-10-10,48,PM2.5,Hyderabad,6.0,31.0,20.0,48.0,30.0,2022.0,10.0,October,2022-10,41,Monday
2022-11-10,51,PM2.5,Hyderabad,6.0,31.0,17.0,51.0,29.0,2022.0,11.0,November,2022-11,45,Thursday
2022-12-10,54,PM2.5,Hyderabad,8.0,49.0,22.0,54.0,34.0,2022.0,12.0,December,2022-12,49,Saturday
,45,PM2.5,Hyderabad,6.0,39.0,16.0,45.0,26.0,,,,NaT,,
,33,Ozone,Bangalore,8.0,33.0,9.0,28.0,23.0,,,,NaT,,
,52,PM2.5,Hyderabad,9.0,34.0,17.0,52.0,27.0,,,,NaT,,
,55,PM2.5,Hyderabad,8.0,31.0,19.0,55.0,27.0,,,,NaT,,
,59,PM2.5,Hyderabad,8.0,4.0,19.0,59.0,18.0,,,,NaT,,
,43,PM2.5,Hyderabad,6.0,26.0,15.0,43.0,26.0,,,,NaT,,
,32,PM2.5,Hyderabad,6.0,19.0,11.0,32.0,22.0,,,,NaT,,
,37,PM2.5,Hyderabad,6.0,24.0,16.0,37.0,32.0,,,,NaT,,
,55,PM2.5,Hyderabad,4.987004548408057,32.0,21.0,55.0,32.0,,,,NaT,,
,61,PM2.5,Hyderabad,4.987004548408057,44.0,21.0,61.0,36.0,,,,NaT,,
,61,PM2.5,Hyderabad,4.987004548408057,28.0,19.0,61.0,25.0,,,,NaT,,
,36,PM2.5,Bangalore,3.0,27.0,9.0,36.0,13.0,,,,NaT,,
,43,PM2.5,Hyderabad,3.0,6.0,14.0,43.0,12.0,,,,NaT,,
,31,PM2.5,Hyderabad,6.0,11.0,11.0,31.0,20.0,,,,NaT,,
,29,Ozone,Bangalore,5.0,29.0,7.0,21.0,16.0,,,,NaT,,
,31,PM2.5,Bangalore,7.0,23.0,10.0,31.0,30.0,,,,NaT,,
,55,PM2.5,Bangalore,10.0,30.0,14.0,55.0,35.0,,,,NaT,,
,64,PM2.5,Bangalore,11.0,27.0,19.0,64.0,35.0,,,,NaT,,
,54,PM2.5,Hyderabad,10.0,32.0,19.0,54.0,32.0,,,,NaT,,
2022-01-11,51,PM2.5,Hyderabad,6.0,14.0,13.0,51.0,23.0,2022.0,1.0,January,2022-01,2,Tuesday
2022-02-11,44,PM2.5,Hyderabad,10.0,31.0,14.0,44.0,34.0,2022.0,2.0,February,2022-02,6,Friday
2022-03-11,61,PM2.5,Hyderabad,11.0,33.0,22.0,61.0,29.0,2022.0,3.0,March,2022-03,10,Friday
2022-04-11,46,PM2.5,Hyderabad,8.0,34.0,16.0,46.0,25.0,2022.0,4.0,April,2022-04,15,Monday
2022-05-11,37,PM2.5,Hyderabad,6.0,33.0,15.0,37.0,19.0,2022.0,5.0,May,2022-05,19,Wednesday
2022-06-11,42,PM2.5,Hyderabad,5.0,32.0,18.0,42.0,11.0,2022.0,6.0,June,2022-06,23,Saturday
2022-07-11,36,Ozone,Bangalore,3.0,36.0,13.0,32.0,20.0,2022.0,7.0,July,2022-07,28,Monday
2022-08-11,21,PM2.5,Hyderabad,2.0,39.00232018561485,9.0,21.0,8.0,2022.0,8.0,August,2022-08,32,Thursday
2022-09-11,27,PM2.5,Hyderabad,6.0,24.0,10.0,27.0,20.0,2022.0,9.0,September,2022-09,36,Sunday
2022-10-11,42,PM2.5,Hyderabad,6.0,30.0,16.0,42.0,30.0,2022.0,10.0,October,2022-10,41,Tuesday
2022-11-11,44,PM2.5,Hyderabad,8.0,28.0,17.0,44.0,29.0,2022.0,11.0,November,2022-11,45,Friday
2022-12-11,30,Ozone,Bangalore,3.0,30.0,9.0,28.0,7.0,2022.0,12.0,December,2022-12,49,Sunday
,25,Ozone,Bangalore,2.0,25.0,5.0,19.0,5.0,,,,NaT,,
,32,Ozone,Bangalore,1.0,32.0,4.0,14.0,22.0,,,,NaT,,
,36,PM2.5,Hyderabad,4.987004548408057,24.0,9.0,36.0,28.0,,,,NaT,,
,24,Ozone,Bangalore,4.987004548408057,24.0,6.0,23.0,23.0,,,,NaT,,
,37,PM2.5,Hyderabad,4.987004548408057,24.0,8.0,37.0,22.0,,,,NaT,,
,44,PM2.5,Hyderabad,5.0,26.0,11.0,44.0,26.0,,,,NaT,,
,54,PM2.5,Hyderabad,6.0,23.0,13.0,54.0,23.0,,,,NaT,,
,39,PM2.5,Hyderabad,6.0,28.0,9.0,39.0,27.0,,,,NaT,,
,37,PM2.5,Hyderabad,6.0,25.0,12.0,37.0,30.0,,,,NaT,,
,57,PM2.5,Hyderabad,9.0,28.0,19.0,57.0,36.0,,,,NaT,,
,59,PM2.5,Hyderabad,9.0,32.0,19.0,59.0,35.0,,,,NaT,,
,57,PM2.5,Hyderabad,7.0,30.0,14.0,57.0,29.0,,,,NaT,,
,53,PM2.5,Hyderabad,6.0,31.0,12.0,53.0,24.0,,,,NaT,,
,31,Ozone,Bangalore,2.0,31.0,6.0,22.0,26.0,,,,NaT,,
